experiment_id,timestamp,protocol,configuration,algorithm,classical_component,pqc_component,network_profile,iteration,latency_us,elapsed_s,user_cpu_s,system_cpu_s,memory_kb,tcp_payload_bytes,ip_packets,success
tls_bandwidth1mbps_classical_20260901_151754_5,2026-09-01T15:17:54+00:00,TLS,Classical,X25519,X25519,None,bandwidth1mbps,5,25798,,,,,,,1
tls_bandwidth1mbps_classical_20260901_151754_6,2026-09-01T15:17:54+00:00,TLS,Classical,X25519,X25519,None,bandwidth1mbps,6,25695,,,,,,,1
tls_bandwidth1mbps_classical_20260901_151754_7,2026-09-01T15:17:54+00:00,TLS,Classical,X25519,X25519,None,bandwidth1mbps,7,28852,,,,,,,1
tls_bandwidth1mbps_classical_20260901_151754_8,2026-09-01T15:17:54+00:00,TLS,Classical,X25519,X25519,None,bandwidth1mbps,8,27107,,,,,,,1
tls_bandwidth1mbps_classical_20260901_151754_9,2026-09-01T15:17:54+00:00,TLS,Classical,X25519,X25519,None,bandwidth1mbps,9,26703,,,,,,,1
tls_bandwidth1mbps_classical_20260901_151754_10,2026-09-01T15:17:54+00:00,TLS,Classical,X25519,X25519,None,bandwidth1mbps,10,26201,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_1,2026-09-01T15:17:54+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,1,37126,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_2,2026-09-01T15:17:54+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,2,35553,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_3,2026-09-01T15:17:54+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,3,43950,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_4,2026-09-01T15:17:54+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,4,43160,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_5,2026-09-01T15:17:54+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,5,39741,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_6,2026-09-01T15:17:54+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,6,43825,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_7,2026-09-01T15:17:55+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,7,42794,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_8,2026-09-01T15:17:55+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,8,37770,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_9,2026-09-01T15:17:55+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,9,42915,,,,,,,1
tls_bandwidth1mbps_hybrid_20260901_151754_10,2026-09-01T15:17:55+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,bandwidth1mbps,10,43188,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_1,2026-09-01T15:17:55+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,1,173959,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_2,2026-09-01T15:17:55+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,2,185445,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_3,2026-09-01T15:17:55+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,3,175709,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_4,2026-09-01T15:17:55+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,4,175770,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_5,2026-09-01T15:17:56+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,5,177259,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_6,2026-09-01T15:17:56+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,6,179674,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_7,2026-09-01T15:17:56+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,7,190063,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_8,2026-09-01T15:17:56+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,8,192988,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_9,2026-09-01T15:17:56+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,9,177507,,,,,,,1
ssh_bandwidth1mbps_classical_20260901_151755_10,2026-09-01T15:17:57+00:00,SSH,Classical,X25519,X25519,None,bandwidth1mbps,10,207482,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_1,2026-09-01T15:17:57+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,1,258740,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_2,2026-09-01T15:17:57+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,2,251303,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_3,2026-09-01T15:17:57+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,3,253331,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_4,2026-09-01T15:17:58+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,4,264459,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_5,2026-09-01T15:17:58+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,5,245795,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_6,2026-09-01T15:17:58+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,6,273677,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_7,2026-09-01T15:17:58+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,7,233958,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_8,2026-09-01T15:17:59+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,8,238674,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_9,2026-09-01T15:17:59+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,9,246154,,,,,,,1
ssh_bandwidth1mbps_hybrid_20260901_151755_10,2026-09-01T15:17:59+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,bandwidth1mbps,10,243564,,,,,,,1
tls_loss1_classical_20260901_151759_1,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,1,23167,,,,,,,1
tls_loss1_classical_20260901_151759_2,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,2,22349,,,,,,,1
tls_loss1_classical_20260901_151759_3,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,3,25744,,,,,,,1
tls_loss1_classical_20260901_151759_4,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,4,26224,,,,,,,1
tls_loss1_classical_20260901_151759_5,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,5,25107,,,,,,,1
tls_loss1_classical_20260901_151759_6,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,6,27113,,,,,,,1
tls_loss1_classical_20260901_151759_7,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,7,23280,,,,,,,1
tls_loss1_classical_20260901_151759_8,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,8,38745,,,,,,,1
tls_loss1_classical_20260901_151759_9,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,9,24849,,,,,,,1
tls_loss1_classical_20260901_151759_10,2026-09-01T15:17:59+00:00,TLS,Classical,X25519,X25519,None,loss1,10,23650,,,,,,,1
tls_loss1_hybrid_20260901_151759_1,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,1,12789,,,,,,,1
tls_loss1_hybrid_20260901_151759_2,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,2,10583,,,,,,,1
tls_loss1_hybrid_20260901_151759_3,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,3,10483,,,,,,,1
tls_loss1_hybrid_20260901_151759_4,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,4,10482,,,,,,,1
tls_loss1_hybrid_20260901_151759_5,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,5,10309,,,,,,,1
tls_loss1_hybrid_20260901_151759_6,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,6,8597,,,,,,,1
tls_loss1_hybrid_20260901_151759_7,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,7,9454,,,,,,,1
tls_loss1_hybrid_20260901_151759_8,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,8,8843,,,,,,,1
tls_loss1_hybrid_20260901_151759_9,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,9,8749,,,,,,,1
tls_loss1_hybrid_20260901_151759_10,2026-09-01T15:18:00+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,loss1,10,9165,,,,,,,1
ssh_loss1_classical_20260901_151800_1,2026-09-01T15:18:00+00:00,SSH,Classical,X25519,X25519,None,loss1,1,201920,,,,,,,1
ssh_loss1_classical_20260901_151800_2,2026-09-01T15:18:00+00:00,SSH,Classical,X25519,X25519,None,loss1,2,190240,,,,,,,1
ssh_loss1_classical_20260901_151800_3,2026-09-01T15:18:00+00:00,SSH,Classical,X25519,X25519,None,loss1,3,200950,,,,,,,1
ssh_loss1_classical_20260901_151800_4,2026-09-01T15:18:01+00:00,SSH,Classical,X25519,X25519,None,loss1,4,186935,,,,,,,1
ssh_loss1_classical_20260901_151800_5,2026-09-01T15:18:01+00:00,SSH,Classical,X25519,X25519,None,loss1,5,190125,,,,,,,1
ssh_loss1_classical_20260901_151800_6,2026-09-01T15:18:01+00:00,SSH,Classical,X25519,X25519,None,loss1,6,195016,,,,,,,1
ssh_loss1_classical_20260901_151800_7,2026-09-01T15:18:01+00:00,SSH,Classical,X25519,X25519,None,loss1,7,183637,,,,,,,1
ssh_loss1_classical_20260901_151800_8,2026-09-01T15:18:01+00:00,SSH,Classical,X25519,X25519,None,loss1,8,206253,,,,,,,1
ssh_loss1_classical_20260901_151800_9,2026-09-01T15:18:02+00:00,SSH,Classical,X25519,X25519,None,loss1,9,205509,,,,,,,1
ssh_loss1_classical_20260901_151800_10,2026-09-01T15:18:02+00:00,SSH,Classical,X25519,X25519,None,loss1,10,192029,,,,,,,1
ssh_loss1_hybrid_20260901_151800_1,2026-09-01T15:18:02+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,1,354931,,,,,,,1
ssh_loss1_hybrid_20260901_151800_2,2026-09-01T15:18:02+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,2,231589,,,,,,,1
ssh_loss1_hybrid_20260901_151800_3,2026-09-01T15:18:03+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,3,233411,,,,,,,1
ssh_loss1_hybrid_20260901_151800_4,2026-09-01T15:18:03+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,4,252995,,,,,,,1
ssh_loss1_hybrid_20260901_151800_5,2026-09-01T15:18:03+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,5,237547,,,,,,,1
ssh_loss1_hybrid_20260901_151800_6,2026-09-01T15:18:03+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,6,245049,,,,,,,1
ssh_loss1_hybrid_20260901_151800_7,2026-09-01T15:18:04+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,7,438388,,,,,,,1
ssh_loss1_hybrid_20260901_151800_8,2026-09-01T15:18:04+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,8,234141,,,,,,,1
ssh_loss1_hybrid_20260901_151800_9,2026-09-01T15:18:05+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,9,688860,,,,,,,1
ssh_loss1_hybrid_20260901_151800_10,2026-09-01T15:18:05+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,loss1,10,408558,,,,,,,1
tls_mobile_classical_20260901_151805_1,2026-09-01T15:18:05+00:00,TLS,Classical,X25519,X25519,None,mobile,1,316030,,,,,,,1
tls_mobile_classical_20260901_151805_2,2026-09-01T15:18:06+00:00,TLS,Classical,X25519,X25519,None,mobile,2,367157,,,,,,,1
tls_mobile_classical_20260901_151805_3,2026-09-01T15:18:06+00:00,TLS,Classical,X25519,X25519,None,mobile,3,332585,,,,,,,1
tls_mobile_classical_20260901_151805_4,2026-09-01T15:18:07+00:00,TLS,Classical,X25519,X25519,None,mobile,4,310723,,,,,,,1
tls_mobile_classical_20260901_151805_5,2026-09-01T15:18:07+00:00,TLS,Classical,X25519,X25519,None,mobile,5,431423,,,,,,,1
tls_mobile_classical_20260901_151805_6,2026-09-01T15:18:07+00:00,TLS,Classical,X25519,X25519,None,mobile,6,450853,,,,,,,1
tls_mobile_classical_20260901_151805_7,2026-09-01T15:18:08+00:00,TLS,Classical,X25519,X25519,None,mobile,7,379631,,,,,,,1
tls_mobile_classical_20260901_151805_8,2026-09-01T15:18:08+00:00,TLS,Classical,X25519,X25519,None,mobile,8,359243,,,,,,,1
tls_mobile_classical_20260901_151805_9,2026-09-01T15:18:08+00:00,TLS,Classical,X25519,X25519,None,mobile,9,302280,,,,,,,1
tls_mobile_classical_20260901_151805_10,2026-09-01T15:18:09+00:00,TLS,Classical,X25519,X25519,None,mobile,10,458645,,,,,,,1
tls_mobile_hybrid_20260901_151805_1,2026-09-01T15:18:09+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,1,348669,,,,,,,1
tls_mobile_hybrid_20260901_151805_2,2026-09-01T15:18:10+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,2,452558,,,,,,,1
tls_mobile_hybrid_20260901_151805_3,2026-09-01T15:18:10+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,3,399920,,,,,,,1
tls_mobile_hybrid_20260901_151805_4,2026-09-01T15:18:10+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,4,325288,,,,,,,1
tls_mobile_hybrid_20260901_151805_5,2026-09-01T15:18:11+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,5,390723,,,,,,,1
tls_mobile_hybrid_20260901_151805_6,2026-09-01T15:18:11+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,6,559286,,,,,,,1
tls_mobile_hybrid_20260901_151805_7,2026-09-01T15:18:12+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,7,391869,,,,,,,1
tls_mobile_hybrid_20260901_151805_8,2026-09-01T15:18:13+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,8,1316982,,,,,,,1
tls_mobile_hybrid_20260901_151805_9,2026-09-01T15:18:14+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,9,369029,,,,,,,1
tls_mobile_hybrid_20260901_151805_10,2026-09-01T15:18:14+00:00,TLS,Hybrid,X25519MLKEM768,X25519,ML-KEM-768,mobile,10,402269,,,,,,,1
ssh_mobile_classical_20260901_151814_1,2026-09-01T15:18:15+00:00,SSH,Classical,X25519,X25519,None,mobile,1,1405450,,,,,,,1
ssh_mobile_classical_20260901_151814_2,2026-09-01T15:18:17+00:00,SSH,Classical,X25519,X25519,None,mobile,2,1439576,,,,,,,1
ssh_mobile_classical_20260901_151814_3,2026-09-01T15:18:18+00:00,SSH,Classical,X25519,X25519,None,mobile,3,1617093,,,,,,,1
ssh_mobile_classical_20260901_151814_4,2026-09-01T15:18:20+00:00,SSH,Classical,X25519,X25519,None,mobile,4,1708675,,,,,,,1
ssh_mobile_classical_20260901_151814_5,2026-09-01T15:18:21+00:00,SSH,Classical,X25519,X25519,None,mobile,5,1295585,,,,,,,1
ssh_mobile_classical_20260901_151814_6,2026-09-01T15:18:23+00:00,SSH,Classical,X25519,X25519,None,mobile,6,1464946,,,,,,,1
ssh_mobile_classical_20260901_151814_7,2026-09-01T15:18:24+00:00,SSH,Classical,X25519,X25519,None,mobile,7,1499583,,,,,,,1
ssh_mobile_classical_20260901_151814_8,2026-09-01T15:18:26+00:00,SSH,Classical,X25519,X25519,None,mobile,8,1305479,,,,,,,1
ssh_mobile_classical_20260901_151814_9,2026-09-01T15:18:27+00:00,SSH,Classical,X25519,X25519,None,mobile,9,1250389,,,,,,,1
ssh_mobile_classical_20260901_151814_10,2026-09-01T15:18:28+00:00,SSH,Classical,X25519,X25519,None,mobile,10,1297029,,,,,,,1
ssh_mobile_hybrid_20260901_151814_1,2026-09-01T15:18:30+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,1,1488822,,,,,,,1
ssh_mobile_hybrid_20260901_151814_2,2026-09-01T15:18:32+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,2,1717085,,,,,,,1
ssh_mobile_hybrid_20260901_151814_3,2026-09-01T15:18:33+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,3,1207307,,,,,,,1
ssh_mobile_hybrid_20260901_151814_4,2026-09-01T15:18:34+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,4,1233194,,,,,,,1
ssh_mobile_hybrid_20260901_151814_5,2026-09-01T15:18:35+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,5,1443054,,,,,,,1
ssh_mobile_hybrid_20260901_151814_6,2026-09-01T15:18:37+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,6,1480170,,,,,,,1
ssh_mobile_hybrid_20260901_151814_7,2026-09-01T15:18:38+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,7,1435156,,,,,,,1
ssh_mobile_hybrid_20260901_151814_8,2026-09-01T15:18:40+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,8,1952299,,,,,,,1
ssh_mobile_hybrid_20260901_151814_9,2026-09-01T15:18:42+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,9,1463724,,,,,,,1
ssh_mobile_hybrid_20260901_151814_10,2026-09-01T15:18:43+00:00,SSH,Hybrid,sntrup761x25519,X25519,Streamlined-NTRU-Prime,mobile,10,1337058,,,,,,,1
